"","timestamp","item_id","position","click","propensity_score","user_feature_0","user_feature_1","user_feature_2","user_feature_3"
"1","2019-11-24 00:00:01.856987+00:00",8,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","c39b0c7dd5d4eb9a18e7db6ba2f258f8"
"2","2019-11-24 00:00:03.956048+00:00",8,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","719dab53a7560218a9d1f96b25d6fa32","9bde591ffaab8d54c457448e4dca6f53"
"3","2019-11-24 00:00:09.531376+00:00",8,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"4","2019-11-24 00:00:12.121664+00:00",1,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","302deff13f835d731df1c842eed95971","f97571b9c14a786aab269f0b427d2a85"
"5","2019-11-24 00:00:13.052374+00:00",17,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"6","2019-11-24 00:00:14.563109+00:00",1,3,0,0.0125,"cef3390ed299c09874189c387777674a","03a5648a76832f83c859d46bc06cb64a","c2e4f76cdbabecd33b8c762aeef386b3","9bde591ffaab8d54c457448e4dca6f53"
"7","2019-11-24 00:00:14.741181+00:00",1,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"8","2019-11-24 00:00:15.198839+00:00",17,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"9","2019-11-24 00:00:15.505020+00:00",8,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","c2e4f76cdbabecd33b8c762aeef386b3","9bde591ffaab8d54c457448e4dca6f53"
"10","2019-11-24 00:00:15.568476+00:00",8,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","7bc94a2da491829b777c49c4b5e480f2","9bde591ffaab8d54c457448e4dca6f53"
"11","2019-11-24 00:00:19.226494+00:00",17,3,0,0.0125,"cef3390ed299c09874189c387777674a","2d03db5543b14483e52d761760686b64","7bc94a2da491829b777c49c4b5e480f2","9bde591ffaab8d54c457448e4dca6f53"
"12","2019-11-24 00:00:20.227922+00:00",1,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53"
"13","2019-11-24 00:00:21.239059+00:00",17,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"14","2019-11-24 00:00:22.468619+00:00",1,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","c2e4f76cdbabecd33b8c762aeef386b3","c39b0c7dd5d4eb9a18e7db6ba2f258f8"
"15","2019-11-24 00:00:25.982926+00:00",17,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"16","2019-11-24 00:00:26.408109+00:00",1,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53"
"17","2019-11-24 00:00:27.325702+00:00",17,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","719dab53a7560218a9d1f96b25d6fa32","c39b0c7dd5d4eb9a18e7db6ba2f258f8"
"18","2019-11-24 00:00:27.350457+00:00",17,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"19","2019-11-24 00:00:30.684196+00:00",1,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"20","2019-11-24 00:00:34.762830+00:00",14,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","c2e4f76cdbabecd33b8c762aeef386b3","f97571b9c14a786aab269f0b427d2a85"
"21","2019-11-24 00:00:35.516589+00:00",1,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","7bc94a2da491829b777c49c4b5e480f2","06128286bcc64b6a4b0fb7bc0328fe17"
"22","2019-11-24 00:00:36.065936+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"23","2019-11-24 00:00:37.141116+00:00",1,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"24","2019-11-24 00:00:37.568560+00:00",1,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","c39b0c7dd5d4eb9a18e7db6ba2f258f8"
"25","2019-11-24 00:00:41.201594+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"26","2019-11-24 00:00:43.677660+00:00",18,2,0,0.0125,"cef3390ed299c09874189c387777674a","03a5648a76832f83c859d46bc06cb64a","302deff13f835d731df1c842eed95971","f97571b9c14a786aab269f0b427d2a85"
"27","2019-11-24 00:00:47.918656+00:00",18,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","7bc94a2da491829b777c49c4b5e480f2","9bde591ffaab8d54c457448e4dca6f53"
"28","2019-11-24 00:00:49.743463+00:00",18,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","c2e4f76cdbabecd33b8c762aeef386b3","9bde591ffaab8d54c457448e4dca6f53"
"29","2019-11-24 00:00:50.003697+00:00",18,2,0,0.0125,"cef3390ed299c09874189c387777674a","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","9bde591ffaab8d54c457448e4dca6f53"
"30","2019-11-24 00:00:50.942082+00:00",18,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","2d03db5543b14483e52d761760686b64","9b2d331c329ceb74d3dcfb48d8798c78","9bde591ffaab8d54c457448e4dca6f53"
"31","2019-11-24 00:00:53.965051+00:00",14,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","2723d2eb8bba04e0362098011fa3997b","c39b0c7dd5d4eb9a18e7db6ba2f258f8"
"32","2019-11-24 00:00:54.864150+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"33","2019-11-24 00:00:56.615028+00:00",18,2,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
"34","2019-11-24 00:00:56.727987+00:00",18,2,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","9b2d331c329ceb74d3dcfb48d8798c78","270b3e1c052b4f2e9c90bf0ebeb84f34"
"35","2019-11-24 00:00:56.809325+00:00",1,3,0,0.0125,"81ce123cbb5bd8ce818f60fb3586bba5","03a5648a76832f83c859d46bc06cb64a","719dab53a7560218a9d1f96b25d6fa32","c39b0c7dd5d4eb9a18e7db6ba2f258f8"
"36","2019-11-24 00:00:57.362416+00:00",14,3,0,0.0125,"574464659df0fc5bac579eff2b1fff99","a05b66683c9a38a761122e14ef9a0f6c","3a845d98884c222862996aadd75584c5","397559c512c5db37e09011ba61bcc333"
